Client ID,RM ID,Birth year_Client,Sex_Client,Wealth_Client,Country_Client,Satisfaction and loyalty_Client,Costumer profile,Frequency of Communication,Knowledge and experience_Client,Birth year_RM,Sex_RM,Years of employment_RM,Nationality_RM,Trustworthiness,Fitting transactions rate,Salary,Amount,Date,Liquidity,Volume,Fitting transaction,Fitting asset class,Fitting geography,Riskyness
10.240.67.177,3882510188,1976,F,111919759.4,Indonesia,5,2,50,4,1975,F,6,Switzerland,2,0.8,273742,23615069.24,12/18/2023,2,569226987,1,0,0,2
10.240.67.177,3882510188,1976,F,111919759.4,Indonesia,5,2,50,4,1975,F,6,Switzerland,2,0.8,273742,40514952.91,11/24/2023,1,18206920866,0,0,1,4
10.240.67.177,3882510188,1976,F,111919759.4,Indonesia,5,2,50,4,1975,F,6,Switzerland,2,0.8,273742,33464008.07,45356,1,25176251729,0,0,0,5
10.240.67.177,3882510188,1976,F,111919759.4,Indonesia,5,2,50,4,1975,F,6,Switzerland,2,0.8,273742,32904409.27,45420,2,1229643908,1,1,0,3
10.57.4.49,4008171819,1956,F,21264886.25,Peru,2,2,23,5,1993,M,11,Switzerland,2,0.64,449824,6273141.444,9/22/2023,4,22028723416,1,0,0,1
10.57.4.49,4008171819,1956,F,21264886.25,Peru,2,2,23,5,1993,M,11,Switzerland,2,0.64,449824,1446012.265,7/23/2024,3,22774282320,0,0,1,5
10.57.4.49,4008171819,1956,F,21264886.25,Peru,2,2,23,5,1993,M,11,Switzerland,2,0.64,449824,4231712.364,45631,4,5500158158,0,1,1,1
10.57.4.49,4008171819,1956,F,21264886.25,Peru,2,2,23,5,1993,M,11,Switzerland,2,0.64,449824,7570299.505,1/25/2024,3,18785897127,1,0,1,2
10.57.4.49,4008171819,1956,F,21264886.25,Peru,2,2,23,5,1993,M,11,Switzerland,2,0.64,449824,4678274.975,6/22/2024,3,789043577.4,1,1,0,2
10.57.4.49,4008171819,1956,F,21264886.25,Peru,2,2,23,5,1993,M,11,Switzerland,2,0.64,449824,3125938.279,1/31/2024,3,3621259701,1,0,0,1
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,1745256.249,3/21/2024,5,15842971763,1,0,0,5
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,44973911.03,9/16/2023,3,8670638118,0,1,0,5
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,9129032.688,45239,3,25768459829,0,0,1,2
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,61218219.2,3/28/2024,1,14531151840,0,0,0,4
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,6712524.035,45451,4,19875868828,1,1,1,5
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,44839660.55,8/18/2024,2,21903564794,0,0,1,3
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,38395637.48,45087,1,12436162984,0,0,1,5
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,42423151.9,5/19/2024,4,3878811530,0,1,0,5
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,18258065.38,1/24/2024,3,12057709172,0,1,0,4
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,7249525.958,11/16/2023,1,24175184579,1,1,1,4
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,66185486.99,9/18/2023,5,10466223825,0,0,1,5
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,64574481.22,6/13/2024,1,7124669939,1,0,1,1
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,34099622.1,10/16/2023,2,10692397306,0,0,1,1
100.2.196.81,4684875954,1987,M,134250480.7,Colombia,2,2,12,1,1977,F,1,Switzerland,5,1,784340,30877610.56,3/27/2024,4,4686895125,0,1,1,2
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,19262019.04,10/14/2023,2,18019024939,1,1,0,3
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,52829748.13,3/31/2024,2,28086722580,0,0,1,4
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,14305710.05,45511,1,24033597805,1,0,1,3
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,42691843.37,45116,4,3047019923,1,1,1,2
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,29399923.8,4/18/2024,2,14798005971,1,0,1,5
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,28724063.48,9/21/2023,2,22504371183,0,0,1,2
100.202.134.140,1679571494,1987,M,112643386.2,China,2,1,21,5,1985,M,28,China,3,0.88,261176,112643.3862,45384,1,13561838103,0,0,0,4
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,9525710.841,9/13/2023,5,17301302040,0,1,0,4
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,1009637.555,45353,2,29406653518,1,1,0,2
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,3423988.228,45117,2,5396570156,1,1,1,1
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,19534291.82,44996,5,2250796736,1,1,1,4
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,7682024.872,4/19/2024,2,13413230433,1,0,1,1
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,18788037.97,4/24/2024,1,2084776767,0,1,1,5
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,16154200.87,45445,5,2044829927,0,1,1,5
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,14398309.47,8/15/2024,5,12447728689,1,1,0,1
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,4345831.213,11/25/2023,4,11826382278,1,1,0,3
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,17339427.57,10/19/2023,4,18457048181,1,1,1,2
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,7330846.592,4/19/2024,1,20653475284,1,0,1,5
100.207.64.62,5723473999,1941,F,43897284.98,China,1,5,37,4,1984,M,8,Switzerland,5,0.65,96728,2194864.249,1/24/2024,4,15214022031,0,1,0,3
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,11027222.18,11/26/2023,3,21163612188,0,1,0,4
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,6604994.262,45451,5,12468513115,0,0,0,1
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,85042.84458,44967,3,2675180174,0,1,1,5
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,3628494.702,44967,4,10315331823,0,0,1,3
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,6264822.884,44995,5,18525519149,1,1,0,2
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,13975374.13,45444,3,4084891036,0,1,1,2
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,12132779.16,9/24/2023,2,22120493445,1,1,0,2
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,10460269.88,45540,4,14884590688,0,0,1,1
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,13096598.07,11/24/2023,5,26441633940,1,0,1,2
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,4082056.54,6/27/2024,5,14755739224,0,1,0,4
101.20.179.38,4008171819,1988,F,28347614.86,Japan,4,2,17,1,1993,M,11,Switzerland,2,0.64,449824,5414394.438,10/24/2023,4,14342284928,0,0,1,2
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,21464565.95,1/26/2024,3,21011269502,0,1,1,3
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,1437817.815,45478,1,14124767044,0,1,0,4
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,37896769.54,45543,1,10345802577,1,1,1,3
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,9962023.43,5/20/2024,1,15074408625,1,1,1,2
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,13453866.69,45387,1,8922649061,0,1,1,5
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,14070074.33,45511,2,2028885932,1,1,1,2
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,31221186.83,4/22/2024,4,28548560533,1,1,0,5
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,45907468.79,45294,3,27966865051,0,0,1,5
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,32453602.1,45086,5,2336735476,0,0,0,2
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,42312924.26,44967,2,9140752475,0,0,0,3
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,37691367,10/16/2023,3,20760586334,0,0,0,4
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,50323623.51,45271,3,8232452620,0,1,1,3
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,37896769.54,8/23/2024,1,27508092697,1,0,1,2
103.14.1.189,2262593361,1973,F,102701272.5,Indonesia,4,2,3,1,1967,F,30,Switzerland,2,0.74,1239958,1437817.815,45572,4,28935833691,1,0,0,2
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,2368356.644,9/17/2023,2,13692741855,0,0,1,2
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,7490616.361,45118,5,2423257715,1,0,0,2
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,1184178.322,8/26/2024,5,18455990280,0,0,0,3
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,1872654.09,4/27/2024,5,19407709462,0,0,1,4
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,4378705.888,2/26/2024,3,22587479284,1,1,0,5
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,5204876.81,9/14/2023,4,15816562826,1,1,0,1
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,743553.83,45327,1,14477900622,0,1,0,3
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,2120505.367,45360,4,7798553878,1,0,0,3
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,10657604.9,6/26/2024,2,29621085356,0,1,1,3
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,798631.8915,7/17/2024,4,29153704305,1,1,1,4
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,771092.8607,3/24/2024,3,14522370012,1,1,1,4
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,13604281.19,45536,4,20978325389,0,0,0,3
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,12943344.45,6/30/2024,1,25004805984,0,0,0,3
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,3552534.965,45208,5,22433491565,1,0,1,4
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,2616207.92,45056,4,28552133493,0,1,1,4
103.158.108.178,2202743634,1954,F,27539030.74,Ukraine,2,4,17,1,1976,F,3,Poland,1,0.79,373108,11235924.54,8/27/2024,4,25905729362,1,0,0,3
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,4069914.194,8/20/2024,4,23592671780,0,0,1,1
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,3262144.964,7/17/2024,3,16087357688,0,1,1,2
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,4939819.518,7/22/2024,5,176809944,0,0,0,4
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,1926218.931,11/14/2023,4,4908967759,0,0,1,1
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,5592248.51,9/15/2023,2,22331800907,0,0,0,5
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,7704875.725,11/17/2023,4,25227089054,1,0,0,4
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,9413618.326,45148,5,12594293746,1,1,0,5
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,8854393.475,5/18/2024,2,25841148504,1,0,1,3
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,12489355.01,11/13/2023,3,4000247022,0,1,1,5
103.196.85.29,2262593361,1955,F,31068047.28,Japan,1,4,1,5,1967,F,30,Switzerland,2,0.74,1239958,434952.6619,4/13/2024,5,12361995846,0,1,0,2
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,4187507.212,3/27/2024,4,27394421030,1,0,0,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,16160239.1,45353,5,7619496315,1,0,0,3
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,8080119.55,4/18/2024,5,16676136881,1,1,0,4
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,19463061.69,45117,5,15803220560,1,1,1,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,15511470.38,4/16/2024,4,8788276950,0,0,1,5
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,412852.8237,45511,4,5356088119,1,1,0,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,5956876.457,45511,4,14475081583,0,0,1,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,117957.9496,11/27/2023,1,14653652031,0,0,1,4
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,16985944.75,45600,4,21143402592,0,0,1,3
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,26127685.85,45536,5,27245616229,0,0,0,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,8492972.374,8/31/2024,3,5968074482,1,1,1,5
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,21999157.61,8/26/2024,2,4516306587,0,0,0,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,23709547.88,3/17/2024,2,13300154756,0,1,0,4
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,3656696.439,4/26/2024,3,12968731489,1,1,0,1
103.204.110.153,9581018700,1950,F,58978974.82,Indonesia,5,5,35,3,2000,F,18,Switzerland,3,0.97,204998,10321320.59,4/24/2024,4,8581075795,1,1,0,4
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,40521704.95,4/21/2024,1,29815659772,0,1,0,2
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,17600336.5,45356,1,14068586099,1,1,0,3
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,20465507.55,9/26/2023,4,23499636474,0,1,1,4
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,23085092.52,45446,1,24143859094,1,0,0,1
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,14735165.44,5/30/2024,5,2167144030,0,1,0,5
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,16208681.98,5/25/2024,3,26122576928,1,0,0,3
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,2455860.906,5/23/2024,3,1000154525,1,0,1,2
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,9004823.323,2/19/2024,1,1483973049,1,1,1,4
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,27423780.12,4/21/2024,2,10994534519,0,1,0,2
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,23330678.61,45543,4,21380181339,0,0,0,5
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,35691845.17,12/25/2023,1,6886672936,0,0,0,2
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,900482.3323,7/24/2024,1,16443693437,1,0,0,3
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,23739988.76,45479,1,852641411.4,1,1,0,2
103.222.141.100,8493715417,1964,F,81862030.21,South Korea,4,5,54,3,1967,F,26,China,5,0.95,670641,3274481.208,7/21/2024,5,5633205889,1,0,0,5
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,14045444.02,10/24/2023,3,161698430.2,0,1,0,2
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,26263056.28,45239,5,13418431622,1,1,0,4
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,39154080.24,5/23/2024,1,755677657.8,0,1,0,5
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,13949242.35,2/17/2024,4,22307173794,0,0,0,3
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,22895997.78,45604,2,24158111973,1,0,1,3
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,38288265.2,45598,3,1362076894,1,0,1,2
105.120.244.86,1536986097,1993,M,96201671.36,Russia,1,5,40,1,1957,M,27,Croatia,2,0.85,112637,43386953.78,2/14/2024,1,6025683439,1,1,0,5
