"","Client ID","RM ID","Birth year_Client","Sex_Client","Years of relationship","Country_Client","Costumer risk profile","Wealth_Client","Frequency of Communication","Knowledge and experience_Client","Birth year_RM","Sex_RM","Years of employment_RM","Nationality_RM","RM rate","Variable to fixed salary rate","Amount","Date","Liquidity","Volume","Fitting transaction","Fitting asset class","Fitting geography"
"39",174092628,2202743634,1982,0,16,"Japan",2,2046201663.67,6,3,1976,0,3,"Poland",1,1.2,560659255.84558,2023-07-26,5,12178042809.76,1,0,0
"40",174092628,2202743634,1982,0,16,"Japan",2,2046201663.67,6,3,1976,0,3,"Poland",1,1.2,67524654.90111,2023-07-03,5,21373064095.85,0,1,0
"41",174092628,2202743634,1982,0,16,"Japan",2,2046201663.67,6,3,1976,0,3,"Poland",1,1.2,421517542.71602,2023-10-18,4,20899547526.31,0,1,1
"42",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1463641760.298,2023-01-03,2,3863112694.3,0,0,0
"43",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,2393414189.9955,2023-08-02,1,22231010941.13,1,0,0
"44",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1679588905.26,2023-06-28,5,11328680924.91,0,1,0
"45",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1439647633.08,2023-08-20,2,6452744816.76,0,0,0
"46",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1817555136.7635,2023-12-11,3,22186250296.19,0,1,0
"47",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,2093487599.7705,2023-04-15,4,22113091650.99,0,0,0
"48",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1223700488.118,2023-11-15,1,3931170215.13,0,0,0
"49",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1547621205.561,2023-08-19,4,10378459738.39,1,0,0
"50",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,1811556604.959,2023-06-27,1,13161191525.45,0,0,0
"51",195587901,8805555509,1955,0,2,"Portugal",3,5998531804.5,3,2,1959,1,2,"China",3,0.24,2003509622.703,2023-12-21,2,9860199093.92,0,0,0
"52",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,17968378.1529,2023-12-12,4,11834793682.89,1,1,1
"53",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,323430806.7522,2023-10-29,1,10333263986.16,0,0,0
"54",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,1856732409.133,2023-09-16,2,21292998629.08,0,1,0
"55",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,622903775.9672,2023-09-01,5,26621428001.3,0,0,0
"56",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,2593435913.4019,2023-09-01,1,21142350117.94,0,1,0
"57",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,41926215.6901,2023-04-06,5,11855721555.03,1,0,0
"58",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,197652159.6819,2023-09-03,2,18994944439.6,0,0,0
"59",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,101820809.5331,2023-07-18,1,1268147889.24,1,1,0
"60",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,2383804834.9514,2023-04-28,3,1362076893.62,0,0,0
"61",271110600,289306043,1975,0,23,"United States",1,5989459384.3,5,4,1953,0,11,"France",3,0.87,2413752131.8729,2023-07-05,4,28972980155.33,1,1,1
"62",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,2295156869.19075,2023-04-23,3,19636432901.91,0,0,0
"63",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,1386801733.65,2023-05-28,3,16790193346.93,0,0,0
"64",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,1580953976.361,2023-10-03,5,12696515245.07,0,0,0
"65",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,2683461354.61275,2023-05-31,1,30038922453.72,0,0,0
"66",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,3057897822.69825,2023-02-09,1,26710625519.05,0,1,0
"67",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,3078699848.703,2023-10-12,5,606092352.1,0,0,0
"68",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,1691898115.053,2023-01-28,4,640457227.75,1,1,0
"69",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,1268923586.28975,2023-12-19,4,13458787304.17,0,0,0
"70",285705369,4214337654,1967,0,19,"Belgium",1,6934008668.25,2,3,1956,1,5,"Switzerland",5,1,1463075829.00075,2023-07-05,2,23663036932.17,0,1,1
"71",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,587520236.68432,2023-06-13,5,7151275774.18,1,0,0
"72",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,177622397.13712,2023-07-21,5,27798794818.87,0,0,1
"73",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,2432060514.64672,2023-03-24,2,29412876836.38,0,0,0
"74",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,696826327.23024,2023-06-06,1,18299886244.37,1,0,0
"75",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,751479372.5032,2023-10-21,4,2694753428.42,0,0,0
"76",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,621678389.97992,2023-12-12,3,2815851123.03,0,0,1
"77",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,2104142243.00896,2023-01-24,5,4968894550.25,0,0,1
"78",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,3272351085.71848,2023-10-18,1,14166817559.61,0,0,0
"79",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,2650672695.73856,2023-06-24,5,18903000205.82,0,0,0
"80",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,2377407469.37376,2023-06-28,2,7746963181.29,0,0,1
"81",296115150,2202743634,1985,0,32,"Mexico",2,6831630659.12,5,2,1976,0,3,"Poland",1,1.2,355244794.27424,2023-04-29,2,6604597803.38,0,0,0
"82",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,311650044.34932,2023-11-30,1,10111035235.73,1,0,0
"83",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,462891977.63649,2023-01-24,2,8949685690.62,0,0,0
"84",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,1947812777.18325,2023-04-19,1,6921850992.45,1,0,0
"85",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,348314755.44924,2023-06-01,1,7464664907.31,0,0,0
"86",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,1099941332.9976,2023-07-29,2,2709314764.71,0,0,0
"87",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,2231964288.20763,2023-11-22,1,3695976566.87,0,0,0
"88",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,1292431066.27218,2023-12-27,2,14079227327.14,0,0,0
"89",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,953282488.59792,2023-06-14,1,578350047.14,0,0,0
"90",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,82495599.97482,2023-06-04,1,3082955354.47,0,1,0
"91",300491441,4299490436,1966,0,29,"United States",4,4583088887.49,5,1,1951,0,22,"Italy",1,0.51,655381710.91107,2023-01-06,4,25560988300.8,0,0,0
"92",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,860322118.55333,2023-05-14,1,5811807922.07,0,1,0
"93",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,728447925.19844,2023-01-15,1,18930440286.49,0,0,0
"94",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,1865077877.44773,2023-09-11,1,18982873493.92,0,0,1
"95",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,6279723.49309,2023-05-21,5,8010290437.56,1,0,0
"96",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,985916588.41513,2023-04-06,2,12003283171.79,1,0,0
"97",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,2794476954.42505,2023-11-08,2,59127185.91,0,1,0
"98",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,684489860.74681,2023-11-19,1,18062871571.5,0,0,0
"99",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,3070784788.12101,2023-03-15,1,25550082397.83,0,0,1
"100",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,1984392623.81644,2023-09-08,2,14239772796.83,0,0,0
"101",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,2310938245.45712,2023-05-19,4,19669918047.63,1,0,0
"102",317063588,1787376877,1968,0,10,"France",3,6279723493.09,4,1,1985,0,4,"Switzerland",1,1.32,125594469.8618,2023-11-25,4,28143242862.69,0,1,0
"103",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,1805797518.45822,2023-11-28,2,13716617095.8,0,0,0
"104",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2641399475.75721,2023-06-09,1,20680588186.49,0,0,1
"105",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,1828229785.76826,2023-12-21,2,27759184281.5,0,0,0
"106",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2209578330.03894,2023-11-23,1,29907961902.13,0,0,0
"107",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,1452489308.32509,2023-07-11,3,17815882515.22,1,0,0
"108",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2198362196.38392,2023-02-20,3,8559098858.79,0,0,0
"109",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,577630883.23353,2023-04-04,5,12006693127.3,0,0,1
"110",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2585318807.48211,2023-02-23,5,28572637140.98,0,0,0
"111",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2265658998.31404,2023-03-11,4,8522954914.72,1,0,1
"112",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2518022005.55199,2023-02-09,3,1776863109.88,0,1,0
"113",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,1721676516.04557,2023-09-08,5,24763153587.39,0,0,0
"114",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2540454272.86203,2023-09-16,1,10169388464.51,0,1,0
"115",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,992627828.46927,2023-06-01,1,24643880420.77,1,0,0
"116",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,869250358.26405,2023-06-12,3,3892603293.34,0,0,0
"117",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2798425346.92749,2023-05-28,3,14916737290.73,0,0,0
"118",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,1873094320.38834,2023-06-02,2,9631974722.66,0,0,0
"119",343214377,3949325808,1962,0,17,"Portugal",3,5608066827.51,5,5,1992,0,22,"Switzerland",2,1.44,2686264010.37729,2023-10-25,2,12744375290.94,0,0,0
"120",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,2059521481.605,2023-10-21,3,12605973917.82,1,0,0
"121",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,327307814.925,2023-07-05,4,4507268326.38,0,0,1
"122",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,287023776.165,2023-07-20,4,26108139426.45,1,1,0
"123",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,2512716917.655,2023-08-16,3,3366200485.95,0,0,0
"124",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,1958811384.705,2023-02-04,5,16668260863.1,0,0,0
"125",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,770432241.285,2023-01-03,1,12309221595.73,1,0,0
"126",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,710006183.145,2023-08-16,5,23002640098.32,0,0,0
"127",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,35248533.915,2023-06-21,1,7150103869.99,0,0,0
"128",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,609296086.245,2023-11-08,3,7432659126.75,0,1,0
"129",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,1334408783.925,2023-12-03,3,7447073216.45,0,0,0
"130",364970413,1168346134,1980,0,27,"Portugal",2,5035504845,9,3,1999,1,26,"Switzerland",3,0.25,2185409102.73,2023-12-01,4,21732758141.66,0,0,0
"131",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,86641756.25094,2023-09-28,4,13695580952.62,0,0,0
"132",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,41040831.90834,2023-08-07,4,8334412710.25,0,0,0
"133",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,84361710.03381,2023-10-19,5,11000343615.72,0,0,0
"134",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,22547123.70273,2023-07-06,3,18263002393.61,1,1,0
"135",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,60547893.98823,2023-01-03,1,24187745304.65,0,0,1
"136",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,112482280.04508,2023-04-12,3,7382323298.97,1,0,0
"137",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,21787108.29702,2023-01-10,2,13692741854.7,0,0,0
"138",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,11400231.08565,2023-02-01,4,17528908274.4,1,0,0
"139",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,25333846.857,2023-07-08,4,4100066778.4,0,0,1
"140",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,105642141.39369,2023-06-07,3,27925595269.86,1,0,0
"141",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,91201848.6852,2023-10-07,2,5040802836.31,0,0,0
"142",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,81321648.41097,2023-10-21,5,7222885616.49,0,1,0
"143",419441557,289306043,1943,0,17,"Japan",3,253338468.57,5,5,1953,0,11,"France",3,0.87,49907678.30829,2023-10-23,4,9803518746.8,0,0,0
"144",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1174517570.98494,2023-09-04,2,23530281278.15,0,0,0
"145",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1535907592.82646,2023-10-02,4,21298243895.28,0,0,0
"146",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,709873257.1887,2023-08-14,2,22862849443.08,1,0,0
"147",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,959404462.74594,2023-06-27,1,21706072717.19,1,0,0
"148",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,2065085839.0944,2023-05-20,2,16411470151.12,1,0,0
"149",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,606618965.23398,2023-12-13,1,8929132479.47,0,0,0
"150",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1798345584.87804,2023-10-23,2,942297241.01,1,1,1
"151",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1587534738.80382,2023-06-23,2,29162339314.54,0,0,0
"152",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,942195414.08682,2023-04-09,4,28328773815.98,0,0,0
"153",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1604743787.46294,2023-11-04,2,2047590797.53,0,0,0
"154",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,2108108460.7422,2023-01-02,3,25395180604.28,0,1,0
"155",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,283949302.87548,2023-04-04,3,24276274569.12,0,1,0
"156",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1415444252.21262,2023-08-25,3,24722047269.02,0,0,0
"157",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1729509390.24156,2023-07-11,1,5780027470.41,0,0,0
"158",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1153006260.16104,2023-11-01,3,14065255042.1,0,0,0
"159",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,1643464146.94596,2023-08-28,2,8642779801.04,0,0,0
"160",435157426,4179346575,1963,0,15,"France",4,4302262164.78,3,3,1959,0,10,"Switzerland",5,1.5,430226216.478,2023-10-21,1,7414798527.02,1,0,0
"161",458152277,4299490436,1934,0,25,"France",4,2120177599.31,2,5,1951,0,22,"Italy",1,0.51,924397433.29916,2023-01-19,2,17824569279.33,0,0,0
"162",458152277,4299490436,1934,0,25,"France",4,2120177599.31,2,5,1951,0,22,"Italy",1,0.51,841710506.92607,2023-08-17,1,5322059432.33,0,0,1
