Unnamed: 0,Birth year_Client,Sex_Client,Years of relationship,Costumer risk profile,Wealth_Client,Frequency of Communication,Knowledge and experience_Client,Birth year_RM,Sex_RM,Years of employment_RM,RM rate,Variable to fixed salary rate,Amount,Liquidity,Volume,Fitting transaction,Fitting asset class,Fitting geography,Country_Client_Austria,Country_Client_Belgium,Country_Client_France,Country_Client_Germany,Country_Client_Italy,Country_Client_Japan,Country_Client_Kuwait,Country_Client_Macedonia,Country_Client_Mexico,Country_Client_Portugal,Country_Client_Saudi Arabia,Country_Client_Spain,Country_Client_United Kingdom,Country_Client_United States,Nationality_RM_China,Nationality_RM_Croatia,Nationality_RM_France,Nationality_RM_Germany,Nationality_RM_Italy,Nationality_RM_Poland,Nationality_RM_Spain,Nationality_RM_Switzerland,Anomaly
887,1943,0,35,1,7306834258.56,3,1,1998,1,16,3,1.25,2140902437.75808,4,17834987.77,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Fraud
1099,1935,0,25,1,7041189895.52,10,5,1967,0,26,5,1.38,3288235681.20784,5,25309392928.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
1100,1935,0,25,1,7041189895.52,10,5,1967,0,26,5,1.38,1725091524.4024,4,15814923496.97,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
1149,1942,0,38,5,8438565306.11,5,5,1951,0,22,1,0.51,3603267385.70897,5,6316782573.98,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Fraud
1154,1942,0,38,5,8438565306.11,5,5,1951,0,22,1,0.51,928242183.6721,1,1483973048.59,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Fraud
1502,1950,0,1,3,7470706770.66,5,3,1999,1,8,4,1.06,1030957534.35108,5,11084846101.31,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1724,1958,0,34,1,5859513141.62,2,5,1978,1,27,3,1.76,621108393.01172,3,8314551681.3,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
1741,1984,0,6,3,7423581597.81,2,1,1999,1,8,4,1.06,2056332102.59337,4,11118703176.77,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1748,1984,0,6,3,7423581597.81,2,1,1999,1,8,4,1.06,1061572168.48683,1,8366718131.43,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1753,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,75242041.46082,5,28928712788.25,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1754,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,306756015.18642,2,12727231417.81,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1755,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,295180316.50014,3,29494313351.47,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1759,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,188426650.83778,4,8383617480.58,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1760,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,174921669.03712,3,16614818672.23,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1761,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,278459862.84218,5,14801370308.04,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1763,1970,0,14,1,643094371.46,2,1,1999,1,8,4,1.06,5787849.34314,2,1313734561.36,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
1824,1946,0,1,5,6247445072.94,1,4,1959,1,2,3,0.24,3048753195.59472,3,2040918985.49,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Fraud
1911,1986,0,27,5,7770221447.81,6,2,1999,1,8,4,1.06,1724989161.41382,1,14301219031.82,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Fraud
1913,1986,0,27,5,7770221447.81,6,2,1999,1,8,4,1.06,2136810898.14775,1,17286237518.57,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Fraud
1914,1986,0,27,5,7770221447.81,6,2,1999,1,8,4,1.06,3449978322.82764,4,18133693090.63,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Fraud
2072,1986,0,10,3,4937850126.37,9,5,1962,1,29,4,0.34,2073897053.0754,1,27617657244.58,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
2086,1957,0,13,4,9209658418.53,3,5,1960,1,11,3,1.62,4558780917.17235,4,16696671133.41,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
2091,1957,0,13,4,9209658418.53,3,5,1960,1,11,3,1.62,4061459362.57173,4,2029767126.07,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
2098,1957,0,13,4,9209658418.53,3,5,1960,1,11,3,1.62,1906399292.63571,2,26983605040.43,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
2276,1947,0,4,5,5230737924.46,3,1,1993,0,26,3,1.0,1485529570.54664,1,9704733756.21,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Fraud
2381,1964,0,33,5,2125678443.22,9,1,1967,0,26,5,1.38,461272222.17874,2,10204683633.97,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Fraud
2383,1964,0,33,5,2125678443.22,9,1,1967,0,26,5,1.38,406004582.65502,3,4538810430.3,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Fraud
2384,1964,0,33,5,2125678443.22,9,1,1967,0,26,5,1.38,909790373.69816,2,28254252762.24,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Fraud
2386,1964,0,33,5,2125678443.22,9,1,1967,0,26,5,1.38,363491013.79062,1,7789538937.55,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Fraud
2387,1964,0,33,5,2125678443.22,9,1,1967,0,26,5,1.38,10628392.2161,3,10225301137.28,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Fraud
2493,1938,0,4,3,4136844318.52,1,3,1951,0,22,1,0.51,1092126900.08928,5,5326027356.24,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fraud
3230,1986,0,15,1,3640995910.6,1,1,1957,1,27,2,1.39,1328963507.369,1,27944636684.24,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Fraud
3592,1979,0,37,1,645087967.83,1,4,1957,1,3,4,1.59,149660408.53656,5,9004846072.49,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fraud
3628,1987,0,33,2,4184891353.55,2,5,1962,0,12,5,0.81,1125735774.10495,3,15464415263.15,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Fraud
4046,1983,0,1,5,4247757558.14,10,1,1976,0,3,1,1.2,1100169207.55826,3,25980188452.99,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fraud
4050,1983,0,1,5,4247757558.14,10,1,1976,0,3,1,1.2,1852022295.34904,4,14131002223.95,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fraud
4460,1944,0,10,5,4833749102.04,3,1,1951,0,22,1,0.51,2262194579.75472,1,29434664319.37,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Fraud
4775,1939,0,1,2,6071090369.31,5,3,1955,1,24,3,1.69,2434507238.09331,1,481501522.83,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Fraud
4799,1963,0,10,5,8589851570.81,5,1,1951,0,22,1,0.51,2456697549.25166,1,12348562595.57,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fraud
4800,1963,0,10,5,8589851570.81,5,1,1951,0,22,1,0.51,3324272557.90347,3,12428063976.24,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fraud
5066,1953,0,1,3,1014132558.6,10,4,1959,1,2,3,0.24,418836746.7018,5,28054745209.48,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
5165,1984,0,23,5,2858518242.04,9,5,1962,1,29,4,0.34,660317713.91124,2,21948002657.42,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
5166,1984,0,23,5,2858518242.04,9,5,1962,1,29,4,0.34,503099210.59904,3,26533341160.51,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
5170,1984,0,23,5,2858518242.04,9,5,1962,1,29,4,0.34,1140548778.57396,3,15635476802.98,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
5172,1984,0,23,5,2858518242.04,9,5,1962,1,29,4,0.34,1031925085.37644,4,3880004978.64,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fraud
5357,1939,0,1,5,1077000383.83,2,4,1967,0,26,5,1.38,317715113.22985,4,23066301379.83,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
5376,1964,0,3,5,1008709259.73,8,4,1957,1,27,2,1.39,134158331.54409,3,25332110162.33,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fraud
5377,1964,0,3,5,1008709259.73,8,4,1957,1,27,2,1.39,481154316.89121,4,24439683717.09,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fraud
5652,1972,0,10,2,3357724542.25,4,4,1999,1,8,4,1.06,359276526.02075,3,26014167791.58,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
5984,1940,0,3,1,7288758325.38,9,3,1970,0,26,3,0.79,3017545946.70732,5,18609525393.59,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fraud
6409,1979,0,27,5,8968951300.6,9,3,1955,1,24,3,1.69,4305096624.288,1,23246219599.09,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Fraud
6482,1978,0,31,5,8288905545.21,4,5,1951,0,22,1,0.51,4136163867.05979,5,5242532377.7,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Fraud
6486,1978,0,31,5,8288905545.21,4,5,1951,0,22,1,0.51,3887496700.70349,2,18367740843.16,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Fraud
6599,1940,0,35,2,141693249.25,7,1,1967,0,26,5,1.38,23379386.12625,3,5456973038.36,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
6602,1940,0,35,2,141693249.25,7,1,1967,0,26,5,1.38,141693.24925,4,30024503165.81,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
6889,1979,0,28,3,8334256656.3,12,1,1995,1,30,5,1.51,3025335166.2369,1,928722800.83,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Fraud
6890,1979,0,28,3,8334256656.3,12,1,1995,1,30,5,1.51,3658738672.1157,4,28575938261.62,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Fraud
6893,1958,0,16,3,8285827090.16,9,5,1980,1,25,1,0.68,3480047377.8672,5,3886269347.59,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Fraud
7030,1960,0,29,2,6255791489.58,4,1,1999,1,8,4,1.06,1251158297.916,2,29274446860.49,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fraud
7057,1936,0,35,5,8765068603.33,3,5,1985,1,28,3,0.74,2480514414.74239,5,28109212180.42,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
7063,1936,0,35,5,8765068603.33,3,5,1985,1,28,3,0.74,3681328813.3986,4,9132521972.52,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fraud
