"","Client ID","RM ID","Birth year_Client","Sex_Client","Wealth_Client","Country_Client","Satisfaction and loyalty_Client","Costumer profile","Frequency of Communication","Knowledge and experience_Client","Birth year_RM","Sex_RM","Years of employment_RM","Nationality_RM","Trustworthiness","Fitting transactions rate","Salary","Amount","Date","Liquidity","Volume","Fitting transaction","Fitting asset class","Fitting geography","Riskyness"
"15","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,2067436.00609,"6/20/2024",3,6845247987.63,0,1,0,1
"16","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,10571229.38963,"1/23/2024",3,19345158636.19,1,1,1,5
"17","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,9244949.68761,"10/19/2023",4,7631176432.42,0,0,0,5
"18","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,16266430.46301,"2/13/2024",3,9258706515.99,1,0,0,5
"19","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,7216521.90805,"45633",4,24696217531.31,1,1,1,1
"20","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,4095863.78565,"2/17/2024",4,3304472724.74,1,1,0,5
"21","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,18762956.96093,"44938",4,17753256366.4,1,0,0,2
"22","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,16032381.10383,"45358",3,10513926334.44,1,1,1,4
"23","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,12872714.7549,"45604",4,24663250016.1,1,1,1,2
"24","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,1170246.7959,"2/18/2024",3,24015856276.64,1,1,0,3
"25","10.174.144.89",5723473999,1941,1,39008226.53,"China",3,3,45,1,1984,1,8,"Switzerland",5,0.65,96728,19387088.58541,"12/28/2023",2,15323694556.87,1,1,1,1
"26","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,671518.55652,"9/21/2023",5,25235948790.15,0,1,0,4
"27","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,26860742.2608,"45327",5,18698603464.5,1,0,0,2
"28","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,38612316.9999,"2/18/2024",3,29430198843.55,0,1,0,3
"29","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,51595009.09262,"11/27/2023",2,10154334104.85,0,0,0,1
"30","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,42417588.82018,"45210",1,748757108.19,1,1,1,1
"31","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,39171915.797,"5/14/2024",5,15318772021.22,1,1,0,1
"32","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,46782459.43756,"6/28/2024",2,25107876366.24,0,1,1,5
"33","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,23615069.23762,"12/18/2023",2,569226986.97,1,0,0,2
"34","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,40514952.91004,"11/24/2023",1,18206920866.3,0,0,1,4
"35","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,33464008.06658,"45356",1,25176251728.67,0,0,0,5
"36","10.240.67.177",3882510188,1976,0,111919759.42,"Indonesia",5,2,50,4,1975,0,6,"Switzerland",2,0.8,273742,32904409.26948,"45420",2,1229643908.4,1,1,0,3
"37","10.57.4.49",4008171819,1956,0,21264886.25,"Peru",2,2,23,5,1993,1,11,"Switzerland",2,0.64,449824,6273141.44375,"9/22/2023",4,22028723415.52,1,0,0,1
"38","10.57.4.49",4008171819,1956,0,21264886.25,"Peru",2,2,23,5,1993,1,11,"Switzerland",2,0.64,449824,1446012.265,"7/23/2024",3,22774282320.48,0,0,1,5
"39","10.57.4.49",4008171819,1956,0,21264886.25,"Peru",2,2,23,5,1993,1,11,"Switzerland",2,0.64,449824,4231712.36375,"45631",4,5500158157.53,0,1,1,1
"40","10.57.4.49",4008171819,1956,0,21264886.25,"Peru",2,2,23,5,1993,1,11,"Switzerland",2,0.64,449824,7570299.505,"1/25/2024",3,18785897127.14,1,0,1,2
"41","10.57.4.49",4008171819,1956,0,21264886.25,"Peru",2,2,23,5,1993,1,11,"Switzerland",2,0.64,449824,4678274.975,"6/22/2024",3,789043577.42,1,1,0,2
"42","10.57.4.49",4008171819,1956,0,21264886.25,"Peru",2,2,23,5,1993,1,11,"Switzerland",2,0.64,449824,3125938.27875,"1/31/2024",3,3621259701.37,1,0,0,1
"43","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,1745256.2491,"3/21/2024",5,15842971762.75,1,0,0,5
"44","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,44973911.0345,"9/16/2023",3,8670638118.08,0,1,0,5
"45","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,9129032.6876,"45239",3,25768459829.17,0,0,1,2
"46","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,61218219.1992,"3/28/2024",1,14531151839.74,0,0,0,4
"47","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,6712524.035,"45451",4,19875868828.18,1,1,1,5
"48","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,44839660.5538,"8/18/2024",2,21903564794.43,0,0,1,3
"49","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,38395637.4802,"45087",1,12436162983.78,0,0,1,5
"50","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,42423151.9012,"5/19/2024",4,3878811530.05,0,1,0,5
"51","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,18258065.3752,"1/24/2024",3,12057709171.63,0,1,0,4
"52","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,7249525.9578,"11/16/2023",1,24175184578.6,1,1,1,4
"53","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,66185486.9851,"9/18/2023",5,10466223824.64,0,0,1,5
"54","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,64574481.2167,"6/13/2024",1,7124669939.36,1,0,1,1
"55","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,34099622.0978,"10/16/2023",2,10692397306.18,0,0,1,1
"56","100.2.196.81",4684875954,1987,1,134250480.7,"Colombia",2,2,12,1,1977,0,1,"Switzerland",5,1,784340,30877610.561,"3/27/2024",4,4686895124.67,0,1,1,2
"57","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,19262019.04191,"10/14/2023",2,18019024939.32,1,1,0,3
"58","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,52829748.13249,"3/31/2024",2,28086722579.69,0,0,1,4
"59","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,14305710.04867,"45511",1,24033597805.1,1,0,1,3
"60","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,42691843.37359,"45116",4,3047019922.91,1,1,1,2
"61","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,29399923.80081,"4/18/2024",2,14798005971.4,1,0,1,5
"62","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,28724063.48355,"9/21/2023",2,22504371183.09,0,0,1,2
"63","100.202.134.140",1679571494,1987,1,112643386.21,"China",2,1,21,5,1985,1,28,"China",3,0.88,261176,112643.38621,"45384",1,13561838103.42,0,0,0,4
"64","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,9525710.84066,"9/13/2023",5,17301302039.77,0,1,0,4
"65","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,1009637.55454,"45353",2,29406653518.42,1,1,0,2
"66","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,3423988.22844,"45117",2,5396570155.82,1,1,1,1
"67","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,19534291.8161,"44996",5,2250796735.72,1,1,1,4
"68","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,7682024.8715,"4/19/2024",2,13413230433.3,1,0,1,1
"69","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,18788037.97144,"4/24/2024",1,2084776766.66,0,1,1,5
"70","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,16154200.87264,"45445",5,2044829926.66,0,1,1,5
"71","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,14398309.47344,"8/15/2024",5,12447728688.69,1,1,0,1
"72","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,4345831.21302,"11/25/2023",4,11826382277.89,1,1,0,3
"73","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,17339427.5671,"10/19/2023",4,18457048180.74,1,1,1,2
"74","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,7330846.59166,"4/19/2024",1,20653475284.28,1,0,1,5
"75","100.207.64.62",5723473999,1941,0,43897284.98,"China",1,5,37,4,1984,1,8,"Switzerland",5,0.65,96728,2194864.249,"1/24/2024",4,15214022030.97,0,1,0,3
"76","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,11027222.18054,"11/26/2023",3,21163612188.36,0,1,0,4
"77","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,6604994.26238,"45451",5,12468513115.01,0,0,0,1
"78","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,85042.84458,"44967",3,2675180173.93,0,1,1,5
"79","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,3628494.70208,"44967",4,10315331823.02,0,0,1,3
"80","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,6264822.88406,"44995",5,18525519148.72,1,1,0,2
"81","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,13975374.12598,"45444",3,4084891035.65,0,1,1,2
"82","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,12132779.16008,"9/24/2023",2,22120493445.09,1,1,0,2
"83","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,10460269.88334,"45540",4,14884590688.15,0,0,1,1
"84","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,13096598.06532,"11/24/2023",5,26441633939.61,1,0,1,2
"85","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,4082056.53984,"6/27/2024",5,14755739223.67,0,1,0,4
"86","101.20.179.38",4008171819,1988,0,28347614.86,"Japan",4,2,17,1,1993,1,11,"Switzerland",2,0.64,449824,5414394.43826,"10/24/2023",4,14342284928.1,0,0,1,2
"87","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,21464565.94623,"1/26/2024",3,21011269502.39,0,1,1,3
"88","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,1437817.81458,"45478",1,14124767044,0,1,0,4
"89","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,37896769.54143,"45543",1,10345802577.3,1,1,1,3
"90","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,9962023.42959,"5/20/2024",1,15074408625.11,1,1,1,2
"91","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,13453866.69357,"45387",1,8922649060.52,0,1,1,5
"92","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,14070074.32839,"45511",2,2028885931.55,1,1,1,2
"93","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,31221186.83088,"4/22/2024",4,28548560532.99,1,1,0,5
"94","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,45907468.79409,"45294",3,27966865051.39,0,0,1,5
"95","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,32453602.10052,"45086",5,2336735476.05,0,0,0,2
"96","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,42312924.25764,"44967",2,9140752474.97,0,0,0,3
"97","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,37691366.99649,"10/16/2023",3,20760586334.37,0,0,0,4
"98","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,50323623.5103,"45271",3,8232452620.31,0,1,1,3
"99","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,37896769.54143,"8/23/2024",1,27508092696.75,1,0,1,2
"100","103.14.1.189",2262593361,1973,0,102701272.47,"Indonesia",4,2,3,1,1967,0,30,"Switzerland",2,0.74,1239958,1437817.81458,"45572",4,28935833691.12,1,0,0,2
"101","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,2368356.64364,"9/17/2023",2,13692741854.7,0,0,1,2
"102","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,7490616.36128,"45118",5,2423257714.95,1,0,0,2
"103","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,1184178.32182,"8/26/2024",5,18455990280.46,0,0,0,3
"104","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,1872654.09032,"4/27/2024",5,19407709461.81,0,0,1,4
"105","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,4378705.88766,"2/26/2024",3,22587479283.72,1,1,0,5
"106","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,5204876.80986,"9/14/2023",4,15816562826.18,1,1,0,1
"107","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,743553.82998,"45327",1,14477900622.01,0,1,0,3
"108","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,2120505.36698,"45360",4,7798553877.91,1,0,0,3
"109","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,10657604.89638,"6/26/2024",2,29621085355.79,0,1,1,3
"110","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,798631.89146,"7/17/2024",4,29153704304.82,1,1,1,4
"111","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,771092.86072,"3/24/2024",3,14522370011.78,1,1,1,4
"112","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,13604281.18556,"45536",4,20978325389.15,0,0,0,3
"113","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,12943344.4478,"6/30/2024",1,25004805983.65,0,0,0,3
"114","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,3552534.96546,"45208",5,22433491565.08,1,0,1,4
"115","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,2616207.9203,"45056",4,28552133493.03,0,1,1,4
"116","103.158.108.178",2202743634,1954,0,27539030.74,"Ukraine",2,4,17,1,1976,0,3,"Poland",1,0.79,373108,11235924.54192,"8/27/2024",4,25905729362.27,1,0,0,3
"117","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,4069914.19368,"8/20/2024",4,23592671779.8,0,0,1,1
"118","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,3262144.9644,"7/17/2024",3,16087357687.74,0,1,1,2
"119","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,4939819.51752,"7/22/2024",5,176809943.99,0,0,0,4
"120","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,1926218.93136,"11/14/2023",4,4908967759.25,0,0,1,1
"121","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,5592248.5104,"9/15/2023",2,22331800906.8,0,0,0,5
"122","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,7704875.72544,"11/17/2023",4,25227089054.46,1,0,0,4
"123","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,9413618.32584,"45148",5,12594293745.79,1,1,0,5
"124","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,8854393.4748,"5/18/2024",2,25841148503.8,1,0,1,3
"125","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,12489355.00656,"11/13/2023",3,4000247022.44,0,1,1,5
"126","103.196.85.29",2262593361,1955,0,31068047.28,"Japan",1,4,1,5,1967,0,30,"Switzerland",2,0.74,1239958,434952.66192,"4/13/2024",5,12361995845.69,0,1,0,2
"127","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,4187507.21222,"3/27/2024",4,27394421030,1,0,0,1
"128","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,16160239.10068,"45353",5,7619496315.22,1,0,0,3
"129","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,8080119.55034,"4/18/2024",5,16676136880.63,1,1,0,4
"130","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,19463061.6906,"45117",5,15803220559.62,1,1,1,1
"131","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,15511470.37766,"4/16/2024",4,8788276949.89,0,0,1,5
"132","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,412852.82374,"45511",4,5356088119.02,1,1,0,1
"133","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,5956876.45682,"45511",4,14475081582.95,0,0,1,1
"134","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,117957.94964,"11/27/2023",1,14653652030.86,0,0,1,4
"135","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,16985944.74816,"45600",4,21143402592.23,0,0,1,3
"136","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,26127685.84526,"45536",5,27245616229,0,0,0,1
"137","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,8492972.37408,"8/31/2024",3,5968074482.09,1,1,1,5
"138","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,21999157.60786,"8/26/2024",2,4516306587.38,0,0,0,1
"139","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,23709547.87764,"3/17/2024",2,13300154755.76,0,1,0,4
"140","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,3656696.43884,"4/26/2024",3,12968731488.71,1,1,0,1
"141","103.204.110.153",9581018700,1950,0,58978974.82,"Indonesia",5,5,35,3,2000,0,18,"Switzerland",3,0.97,204998,10321320.5935,"4/24/2024",4,8581075795.05,1,1,0,4
"142","103.222.141.100",8493715417,1964,0,81862030.21,"South Korea",4,5,54,3,1967,0,26,"China",5,0.95,670641,40521704.95395,"4/21/2024",1,29815659771.94,0,1,0,2
"143","103.222.141.100",8493715417,1964,0,81862030.21,"South Korea",4,5,54,3,1967,0,26,"China",5,0.95,670641,17600336.49515,"45356",1,14068586099.38,1,1,0,3
"144","103.222.141.100",8493715417,1964,0,81862030.21,"South Korea",4,5,54,3,1967,0,26,"China",5,0.95,670641,20465507.5525,"9/26/2023",4,23499636474.41,0,1,1,4
"145","103.222.141.100",8493715417,1964,0,81862030.21,"South Korea",4,5,54,3,1967,0,26,"China",5,0.95,670641,23085092.51922,"45446",1,24143859093.53,1,0,0,1
"146","103.222.141.100",8493715417,1964,0,81862030.21,"South Korea",4,5,54,3,1967,0,26,"China",5,0.95,670641,14735165.4378,"5/30/2024",5,2167144029.73,0,1,0,5
